,source,target
1574, teen 3 1 1 1 2 poor abdominals, Crunch Crunch Cross Crunch Front Plank (from knees)
1575, teen 3 1 1 1 2 poor triceps, Overhead Single Dumbbell Tricep Extension Machine Dips Dumbbell Kickback Lying Single Arm Dumbbell Triceps Extension
1576, teen 3 1 1 1 2 poor biceps, Hammer Curl Kneeling Cable Curl Dumbbell Curl Seated Hammer Curl
1577, teen 3 1 1 1 2 poor shoulders, Lying Dumbbell External Rotation Single Arm Cable Lateral Raise Barbell Front Raise Cable Front Raise
1578, teen 3 1 1 1 2 poor chest, Machine Bench Press Alternating Dumbbell Bench Press Barbell Bench Press Cable Crossover Incline Alternating Dumbbell Bench Press
1579, teen 3 1 1 1 2 poor legs, Leg Curl Lateral Step Up Dumbbell Step Up Hip Lift
1580, teen 3 1 1 1 2 poor back, Seated Cable Row Quadruped Alternating Superman Standing Cable Row Bent Over Barbell Row
1581, teen 3 1 1 1 2 poor calves, Seated Calf Raise Calf Raise   Seated Calf Raise   Standing Calf Press
1582, teen 3 1 1 1 3 poor abdominals, Front Plank (from knees) Bent Knee Sit Up Sit Up V Up
1583, teen 3 1 1 1 3 poor triceps, Tricep Pushdown V Bar Tricep Pushdown Tricep Pushdown Towel Triceps Pushdown
1584, teen 3 1 1 1 3 poor biceps, Machine Curl Alternating Dumbbell Curl Barbell Curl Bicep Curl
1585, teen 3 1 1 1 3 poor shoulders, Dumbbell Alternating Shoulder Press Cable Front Raise Single Arm Cable Lateral Raise Barbell Shoulder Press Smith Machine Shoulder Press
1586, teen 3 1 1 1 3 poor chest, Machine Vertical Bench Press Single Arm Dumbbell Bench Press Low Cable Crossover Elevated Push Up Decline Smith Machine Bench Press
1587, teen 3 1 1 1 3 poor legs, Reverse Lunge Hip Lift Forward Lunge Lateral Squat
1588, teen 3 1 1 1 3 poor back, Back Raise Machine Row One Arm Dumbbell Row Bent Over Hammer Dumbbell Row
1589, teen 3 1 1 1 3 poor calves, Calf Raise   Standing Dumbbell Calf Raise Calf Raise   Seated Seated Calf Raise
1590, teen 3 1 1 2 1 poor abdominals, Bent Knee Sit Up Cross Crunch Crunch Sit Up
1591, teen 3 1 1 2 1 poor triceps, Dumbbell Kickback Lying Tricep Extensions Overhead Single Dumbbell Tricep Extension Assisted Dips
1592, teen 3 1 1 2 1 poor biceps, Seated Dumbbell Curl Bicep Curl Seated Hammer Curl Single Arm Dumbbell Curl   Incline Bench
1593, teen 3 1 1 2 1 poor shoulders, Seated Dumbbell Rear Delt Raise Machine Shoulder Press Dumbbell Alternating Shoulder Press Lying Dumbbell Rear Delt Raise
1594, teen 3 1 1 2 1 poor chest, Push Up Low Cable Crossover Flat Bench Press Decline Dumbbell Bench Press Incline Smith Machine Bench Press
1595, teen 3 1 1 2 1 poor legs, Lateral Step Up Diagonal Lunge Lying Single Leg Curl Elevated Hip Lift
1596, teen 3 1 1 2 1 poor back, Alternating Superman Bent Over Barbell Row Superman Hold Bent Over Dumbbell Row
1597, teen 3 1 1 2 1 poor calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1598, teen 3 1 1 2 2 poor abdominals, Cross Crunch Sit Up Bent Knee Sit Up Front Plank (from knees)
1599, teen 3 1 1 2 2 poor triceps, Assisted Dips Single Arm Towel Triceps Pushdown Dumbbell Kickback Tricep Pushdown
1600, teen 3 1 1 2 2 poor biceps, Machine Curl Seated Alternating Curl Seated Dumbbell Curl Dumbbell Curl
1601, teen 3 1 1 2 2 poor shoulders, Seated Dumbbell Rear Delt Raise Barbell Front Raise Dumbbell Shoulder Press Bent Over Dumbbell Rear Delt Raise
1602, teen 3 1 1 2 2 poor chest, Pec Deck Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press Medicine Ball Crossover Push Up Incline Dumbbell Fly
1603, teen 3 1 1 2 2 poor legs, Lateral Step Up Walking Lunge Lying Alternating Leg Curl Single Leg Hip Lift
1604, teen 3 1 1 2 2 poor back, Standing Cable Row Superman Lat Pulldown Bent Over Hammer Dumbbell Row
1605, teen 3 1 1 2 2 poor calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1606, teen 3 1 1 2 3 poor abdominals, Bent Knee Crunch Alternating Heel Touch Crunch Heel Touch
1607, teen 3 1 1 2 3 poor triceps, Tricep Extensions V Bar Tricep Pushdown Towel Triceps Pushdown Lying Single Dumbbell Triceps Extension
1608, teen 3 1 1 2 3 poor biceps, Hammer Curl Single Arm Barbell Curl Seated Alternating Curl Barbell Curl
1609, teen 3 1 1 2 3 poor shoulders, Cable External Rotation Bent Over Dumbbell Rear Delt Raise Cable Front Raise Barbell Shoulder Press Smith Machine Shoulder Press
1610, teen 3 1 1 2 3 poor chest, Chest Press Low Cable Crossover Single Arm Dumbbell Bench Press Incline Bench Press Incline Alternating Dumbbell Bench Press
1611, teen 3 1 1 2 3 poor legs, Leg Curl Dumbbell Side Lunge Barbell Reverse Lunge Lying Alternating Leg Curl
1612, teen 3 1 1 2 3 poor back, Alternating Superman Wide Grip Lat Pulldown Machine Row Pull Up
1613, teen 3 1 1 2 3 poor calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1614, teen 3 1 1 3 1 poor abdominals, Reverse Crunch Crunch Sit Up Side Plank (hip lift)
1615, teen 3 1 1 3 1 poor triceps, V Bar Tricep Pushdown Lying Single Arm Dumbbell Triceps Extension Dumbbell Kickback Overhead Single Dumbbell Tricep Extension
1616, teen 3 1 1 3 1 poor biceps, Alternating Hammer Curl Seated Alternating Hammer Curl Single Arm Dumbbell Curl   Incline Bench Seated Dumbbell Curl
1617, teen 3 1 1 3 1 poor shoulders, Machine Shoulder Press Dumbbell Lateral Raise Seated Dumbbell Rear Delt Raise Lying Single Arm Dumbbell Rear Delt Raise
1618, teen 3 1 1 3 1 poor chest, Dumbbell Push Up Flat Bench Press Single Arm Dumbbell Bench Press Incline Hammer Dumbbell Bench Press Medicine Ball Crossover Push Up
1619, teen 3 1 1 3 1 poor legs, Barbell Squat Diagonal Lunge Single Leg Hip Lift Barbell Walking Lunge Dumbbell Split Squat
1620, teen 3 1 1 3 1 poor back, Bent Over Dumbbell Row Pull Up Wide Grip Lat Pulldown Seated Row
1621, teen 3 1 1 3 1 poor calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
1622, teen 3 1 1 3 2 poor abdominals, Sit Up Cross Crunch Crunch Alternating Heel Touch
1623, teen 3 1 1 3 2 poor triceps, Lying Single Dumbbell Triceps Extension Dumbbell Kickback Lying Tricep Extensions Overhead Single Dumbbell Tricep Extension
1624, teen 3 1 1 3 2 poor biceps, Single Arm Barbell Curl Alternating Dumbbell Curl Single Arm Dumbbell Curl   Incline Bench Seated Hammer Curl
1625, teen 3 1 1 3 2 poor shoulders, Lying Single Arm Dumbbell Rear Delt Raise Cable Lateral Raise Dumbbell Shoulder Press Dumbbell Twisting Shoulder Press
1626, teen 3 1 1 3 2 poor chest, Chest Press Alternating Dumbbell Bench Press Barbell Bench Press Medicine Ball Crossover Push Up Elevated Push Up
1627, teen 3 1 1 3 2 poor legs, Lateral Step Up Single Leg Extension Single Leg Squat Dumbbell Walking Lunge Single Leg Box Squat
1628, teen 3 1 1 3 2 poor back, Seated Cable Row Single Arm Dumbbell Row Standing Cable Row Superman
1629, teen 3 1 1 3 2 poor calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
1630, teen 3 1 1 3 3 poor abdominals, V Up Crunch Heel Touch Cross Crunch
1631, teen 3 1 1 3 3 poor triceps, Towel Triceps Pushdown Dumbbell Kickback Lying Single Dumbbell Triceps Extension Overhead Dumbbell Triceps Extension
1632, teen 3 1 1 3 3 poor biceps, Seated Hammer Curl Alternating Hammer Curl Hammer Curl Alternating Dumbbell Curl
1633, teen 3 1 1 3 3 poor shoulders, Cable External Rotation Dumbbell Twisting Shoulder Press Single Arm Cable Lateral Raise Smith Machine Shoulder Press Barbell Shoulder Press
1634, teen 3 1 1 3 3 poor chest, Pec Deck Fly Flat Bench Press Barbell Bench Press Incline Twisting Dumbbell Fly Cable Crossover
1635, teen 3 1 1 3 3 poor legs, Dumbbell Lunge Barbell Side Lunge Single Leg Dumbbell Squat Dumbbell Walking Lunge Barbell Hack Squat
1636, teen 3 1 1 3 3 poor back, Lat Pulldown Single Arm Dumbbell Row Pull Up Machine Row
1637, teen 3 1 1 3 3 poor calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
1638, teen 3 1 2 1 1 poor abdominals, Reverse Crunch Front Plank (from knees) V Up Bent Knee Sit Up
1639, teen 3 1 2 1 1 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Tricep Pushdown Assisted Dips Single Arm Towel Triceps Pushdown
1640, teen 3 1 2 1 1 poor biceps, Single Arm Dumbbell Curl   Incline Bench Seated Alternating Curl Kneeling Cable Curl Alternating Hammer Curl
1641, teen 3 1 2 1 1 poor shoulders, Dumbbell Lateral Raise Front Plate Raise Machine Shoulder Press Lying Dumbbell External Rotation
1642, teen 3 1 2 1 1 poor chest, Push Up Flat Bench Press Low Cable Crossover Incline Single Arm Dumbbell Bench Press Incline Alternating Dumbbell Bench Press
1643, teen 3 1 2 1 1 poor legs, Lying Leg Curl Leg Curl Lunge Lying Machine Squat
1644, teen 3 1 2 1 1 poor back, Superman Hold Bent Over Long Barbell Row Single Arm Lat Pulldown Rope Cable Row
1645, teen 3 1 2 1 1 poor calves, Calf Press Dumbbell Calf Raise Calf Raise   Seated Seated Calf Raise
1646, teen 3 1 2 1 2 poor abdominals, Bent Knee Sit Up Cross Crunch Crunch Alternating Heel Touch
1647, teen 3 1 2 1 2 poor triceps, Tricep Pushdown Overhead Single Dumbbell Tricep Extension Assisted Dips Machine Dips
1648, teen 3 1 2 1 2 poor biceps, Seated Alternating Hammer Curl Kneeling Cable Curl Bicep Curl Dumbbell Curl
1649, teen 3 1 2 1 2 poor shoulders, Lying Dumbbell External Rotation Arnold Dumbbell Press Seated Dumbbell Rear Delt Elbow Raise Pec Deck Real Delt Extensions
1650, teen 3 1 2 1 2 poor chest, Kneeling Push Up Flat Bench Press Alternating Dumbbell Bench Press Incline Hammer Dumbbell Bench Press Incline Twisting Dumbbell Bench Press
1651, teen 3 1 2 1 2 poor legs, Barbell Squat Dumbbell Squat Reverse Lunge Lying Machine Squat
1652, teen 3 1 2 1 2 poor back, Quadruped Alternating Superman Standing Single Arm Cable Row Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown
1653, teen 3 1 2 1 2 poor calves, Calf Raise   Seated Dumbbell Calf Raise Calf Press Calf Raise   Standing
1654, teen 3 1 2 1 3 poor abdominals, V Up Sit Up Side Plank (hip lift) Heel Touch
1655, teen 3 1 2 1 3 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Tricep Extensions Tricep Pushdown Dumbbell Kickback
1656, teen 3 1 2 1 3 poor biceps, Machine Curl Single Arm Barbell Curl Seated Alternating Curl Seated Alternating Hammer Curl
1657, teen 3 1 2 1 3 poor shoulders, Dumbbell Alternating Shoulder Press Cable Lateral Raise Bent Over Dumbbell Rear Delt Raise Smith Machine Shoulder Press Reverse Incline Dumbbell Rear Delt Raise
1658, teen 3 1 2 1 3 poor chest, Dumbbell Push Up Barbell Bench Press Flat Bench Press Incline Smith Machine Bench Press Incline Barbell Bench Press
1659, teen 3 1 2 1 3 poor legs, Barbell Squat Lunge Dumbbell Squat Dumbbell Lunge
1660, teen 3 1 2 1 3 poor back, Close Grip Lat Pulldown Single Arm Cable Row Bent Over Long Barbell Row Reverse Grip Lat Pullown
1661, teen 3 1 2 1 3 poor calves, Calf Raise   Standing Calf Press Seated Calf Raise Calf Raise   Seated
1662, teen 3 1 2 2 1 poor abdominals, Cross Crunch V Up Alternating Heel Touch Bent Knee Crunch
1663, teen 3 1 2 2 1 poor triceps, Dumbbell Kickback Overhead Single Arm Dumbbell Tricep Extension Towel Triceps Pushdown V Bar Tricep Pushdown
1664, teen 3 1 2 2 1 poor biceps, Bicep Curl Single Arm Dumbbell Curl   Incline Bench Seated Dumbbell Curl Hammer Curl
1665, teen 3 1 2 2 1 poor shoulders, Seated Dumbbell Rear Delt Raise Machine Shoulder Press Dumbbell Lateral Raise Lying Dumbbell Rear Delt Raise
1666, teen 3 1 2 2 1 poor chest, Dumbbell Bench Press Low Cable Crossover Barbell Bench Press Incline Cable Fly Incline Twisting Dumbbell Bench Press
1667, teen 3 1 2 2 1 poor legs, Machine Hack Squat Barbell Lunge Single Leg Dumbbell Squat Smith Machine Squat
1668, teen 3 1 2 2 1 poor back, Seated Row Bent Over Long Barbell Row Reverse Grip Lat Pullown Single Arm Lat Pulldown
1669, teen 3 1 2 2 1 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1670, teen 3 1 2 2 2 poor abdominals, V Up Reverse Crunch Sit Up Heel Touch
1671, teen 3 1 2 2 2 poor triceps, Machine Dips Single Arm Towel Triceps Pushdown Tricep Pushdown Dumbbell Kickback
1672, teen 3 1 2 2 2 poor biceps, Seated Alternating Hammer Curl Dumbbell Curl Machine Curl Alternating Dumbbell Curl
1673, teen 3 1 2 2 2 poor shoulders, Machine Shoulder Press Dumbbell Shoulder Press Pec Deck Real Delt Extensions Cable Lateral Raise
1674, teen 3 1 2 2 2 poor chest, Kneeling Push Up Barbell Bench Press Single Arm Dumbbell Bench Press Incline Hammer Dumbbell Bench Press Decline Smith Machine Bench Press
1675, teen 3 1 2 2 2 poor legs, Dumbbell Step Up Walking Lunge Single Leg Extension Barbell Reverse Lunge
1676, teen 3 1 2 2 2 poor back, Machine Row Standing Single Arm Cable Row Bent Over Long Barbell Row Single Arm Cable Row
1677, teen 3 1 2 2 2 poor calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1678, teen 3 1 2 2 3 poor abdominals, Side Plank (hip lift) Sit Up Alternating Heel Touch Crunch
1679, teen 3 1 2 2 3 poor triceps, Machine Dips Lying Single Dumbbell Triceps Extension V Bar Tricep Pushdown Dumbbell Kickback
1680, teen 3 1 2 2 3 poor biceps, Single Arm Dumbbell Curl   Incline Bench Machine Curl Seated Alternating Curl Barbell Curl
1681, teen 3 1 2 2 3 poor shoulders, Lying Dumbbell External Rotation Cable Lateral Raise Pec Deck Real Delt Extensions Smith Machine Shoulder Press Barbell Shoulder Press
1682, teen 3 1 2 2 3 poor chest, Twisting Dumbbell Bench Press Flat Bench Press Smith Machine Bench Press Medicine Ball Crossover Push Up Cable Crossover
1683, teen 3 1 2 2 3 poor legs, Step Up Single Leg Dumbbell Squat Barbell Reverse Lunge Lying Alternating Leg Curl
1684, teen 3 1 2 2 3 poor back, Quadruped Alternating Superman Single Arm Lat Pulldown Rope Cable Row Reverse Grip Lat Pullown
1685, teen 3 1 2 2 3 poor calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1686, teen 3 1 2 3 1 poor abdominals, Alternating Heel Touch Bent Knee Sit Up Bent Knee Crunch Front Plank (from knees)
1687, teen 3 1 2 3 1 poor triceps, Dumbbell Kickback Towel Triceps Pushdown Overhead Single Dumbbell Tricep Extension Lying Tricep Extensions
1688, teen 3 1 2 3 1 poor biceps, Single Arm Barbell Curl Seated Alternating Curl Alternating Dumbbell Curl Seated Hammer Curl
1689, teen 3 1 2 3 1 poor shoulders, Front Plate Raise Cable External Rotation Single Arm Dumbbell Shoulder Press Lying Dumbbell Rear Delt Raise
1690, teen 3 1 2 3 1 poor chest, Dumbbell Bench Press Flat Bench Press Barbell Bench Press Cable Fly Incline Twisting Dumbbell Bench Press
1691, teen 3 1 2 3 1 poor legs, Leg Press Single Arm Dumbbell Side Squat Barbell Lunge Barbell Hack Squat Single Leg Box Squat
1692, teen 3 1 2 3 1 poor back, Close Grip Lat Pulldown Bent Over Alternating Dumbbell Row Single Arm Cable Row Bent Over Long Barbell Row
1693, teen 3 1 2 3 1 poor calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
1694, teen 3 1 2 3 2 poor abdominals, Heel Touch Reverse Crunch Front Plank (from knees) Crunch
1695, teen 3 1 2 3 2 poor triceps, Tricep Extensions Lying Tricep Extensions Lying Single Arm Dumbbell Triceps Extension Overhead Dumbbell Triceps Extension
1696, teen 3 1 2 3 2 poor biceps, Kneeling Cable Curl Seated Alternating Hammer Curl Single Arm Dumbbell Curl   Incline Bench Seated Alternating Curl
1697, teen 3 1 2 3 2 poor shoulders, Dumbbell Front Raise Single Arm Cable Lateral Raise Arnold Dumbbell Press Barbell Front Raise
1698, teen 3 1 2 3 2 poor chest, Chest Press Barbell Bench Press Low Cable Crossover Decline Smith Machine Bench Press Incline Bench Press
1699, teen 3 1 2 3 2 poor legs, Leg Press Diagonal Lunge Barbell Side Lunge Barbell Split Squat Elevated Single Leg Hip Lift
1700, teen 3 1 2 3 2 poor back, Back Raise Rope Cable Row Bent Over Alternating Dumbbell Row Bent Over Long Barbell Row
1701, teen 3 1 2 3 2 poor calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
1702, teen 3 1 2 3 3 poor abdominals, Bent Knee Crunch Crunch Sit Up V Up
1703, teen 3 1 2 3 3 poor triceps, Dumbbell Kickback Lying Single Arm Dumbbell Triceps Extension Assisted Dips Tricep Extensions
1704, teen 3 1 2 3 3 poor biceps, Machine Curl Single Arm Barbell Curl Single Arm Dumbbell Curl   Incline Bench Barbell Curl
1705, teen 3 1 2 3 3 poor shoulders, Dumbbell Front Raise Dumbbell Twisting Shoulder Press Bent Over Dumbbell Rear Delt Raise Smith Machine Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
1706, teen 3 1 2 3 3 poor chest, Twisting Dumbbell Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press Incline Alternating Dumbbell Bench Press Incline Dumbbell Bench Press
1707, teen 3 1 2 3 3 poor legs, Lying Leg Curl Lying Single Leg Curl Single Leg Hip Lift Barbell Split Squat Dumbbell Diagonal Lunge
1708, teen 3 1 2 3 3 poor back, Wide Grip Lat Pulldown Standing Single Arm Cable Row Rope Cable Row Reverse Grip Lat Pullown
1709, teen 3 1 2 3 3 poor calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
1710, teen 3 1 3 1 1 poor abdominals, Bent Knee Crunch Reverse Crunch Sit Up Alternating Heel Touch
1711, teen 3 1 3 1 1 poor triceps, Overhead Dumbbell Triceps Extension Dumbbell Kickback Tricep Pushdown Lying Single Arm Dumbbell Triceps Extension
1712, teen 3 1 3 1 1 poor biceps, Barbell Curl Hammer Curl Seated Alternating Hammer Curl Single Arm Barbell Curl
1713, teen 3 1 3 1 1 poor shoulders, Cable External Rotation Lying Dumbbell Rear Delt Raise Front Plate Raise Lying Dumbbell External Rotation
1714, teen 3 1 3 1 1 poor chest, Push Up Alternating Dumbbell Bench Press Single Arm Dumbbell Bench Press Incline Cable Fly Incline Barbell Bench Press
1715, teen 3 1 3 1 1 poor legs, Dumbbell Squat Dumbbell Lunge Lateral Squat Machine Hack Squat
1716, teen 3 1 3 1 1 poor back, Quadruped Alternating Superman Single Arm Lat Pulldown Reverse Grip Lat Pullown Reverse Incline Dumbbell Row Reverse Grip Pull Up
1717, teen 3 1 3 1 1 poor calves, Calf Press Dumbbell Calf Raise Calf Raise   Standing Calf Raise   Seated
1718, teen 3 1 3 1 2 poor abdominals, Front Plank (from knees) Reverse Crunch Bent Knee Sit Up Crunch
1719, teen 3 1 3 1 2 poor triceps, Towel Triceps Pushdown Lying Single Arm Dumbbell Triceps Extension Tricep Pushdown Assisted Dips
1720, teen 3 1 3 1 2 poor biceps, Hammer Curl Alternating Hammer Curl Machine Curl Kneeling Cable Curl
1721, teen 3 1 3 1 2 poor shoulders, Dumbbell Lateral Raise Dumbbell Twisting Shoulder Press Barbell Front Raise Seated Dumbbell Rear Delt Elbow Raise
1722, teen 3 1 3 1 2 poor chest, Dumbbell Fly Alternating Dumbbell Bench Press Smith Machine Bench Press High Cable Crossover Incline Cable Fly
1723, teen 3 1 3 1 2 poor legs, Forward Lunge Lateral Step Up Barbell Squat Seated Leg Curl
1724, teen 3 1 3 1 2 poor back, Lat Pulldown Reverse Grip Lat Pullown Single Arm Lat Pulldown Bent Over Single Arm Long Barbell Row Reverse Incline Dumbbell Row
